33.561,46.987,54.358,61.879,65.059,69.081,71.339,71.564,6.964,19.046,29.562,43.446,57.061,73.14,85.833,97.958,115.13,128.76,140.05,154.49,163.72,171.9,183.55,209.52,230.94,24.807,51.155,70.598,97.378,117.47,133.48,149.06,158.46,172.29,190.49,199.17,188.23,216.4,169.44,215.29,224.33,235.04,238.38,243.35,247.1,252.04,250.1,198.7,231.97,160.29,63.255,102.66,145.09,163.66,187.7,199.69,204.56,206.96,216.88,236.9,256.82,276.33,294.61,305.59,308.1,241.3,264.57,270.65,272.91,273.84,274.26,274.47,274.23,135.67,186.24,16.025,65.955,102.26,132.51,148.76,156.94,171.19,181.5,196.81,209.81,228.49,243.2,263.91,277.8,283.92,250.45,268.92,273.12,274.38,274.14,276.72,275.41,274.13,279.22,279.62
3.4544,5.166,5.4507,5.7709,5.8948,6.1177,6.0981,6.0743,0.98613,1.2554,1.294,0,0.22728,0.89744,1.5669,2.2679,3.2963,2.8593,3.2581,0.088513,0.3302,0.50994,1.3287,2.2046,2.9054,2.3905,0.00021183,0.31612,0.67084,0.93587,1.1236,1.2953,1.1008,1.308,1.579,2.0067,2.0828,2.5612,1.9117,2.8472,3.1781,3.3319,2.2434,2.5168,2.6555,2.727,1.9193,2.0193,1.9062,1.5848,1.7644,2.0163,2.5032,3.208,3.6429,1.8329,2.2606,1.6747,2.3693,3.5175,3.2237,3.7051,3.5307,2.2043,1.8038,0.71937,2.5041,2.1632,2.0643,1.3171,1.5083,1.0742,1.2799,1.2956,1.4486,1.3213,0.0046018,1.2086,2.2929,2.7602,1.2411,1.6246,2.1462,2.8684,2.4537,3.5031,2.1638,3.6444,1.8095,2.3766,5.8297e-008,2.2631,2.1887,1.4755,1.3472,2.7864,0.2897,0.46359,2.8694,0.21156
95.115,94.574,72.231,71.519,70.765,70.075,69.368,68.661,67.979,68.366,17.508,18.189,0.13441,1.4521,0.00062195,0.00073459,0.00086673,0.00082598,0.00098394,0.0010908,0.00075445,0.00076687,0.0012091,0.001806,0.0019349,7.0046e-009,0.0032351,1.8126e-008,0.0021738,0.00093941,0.00068634,0.00085121,0.00054079,0.0010901,0.001702,0.00040137,1.6944e-010,0.0032374,0.00017604,0.0021131,0.0011353,0.0021262,0.0011291,0.0013607,0.0011445,0.0013381,0.00079597,0.00089065,0.00081305,0.0042812,0.010504,0.016644,0.027362,0.014792,0.012109,0.0033254,0.00074739,0.034159,0.0048001,0.019003,0.022212,0.025113,0.053033,0.03832,0.022208,0.0059214,0.065322,0.019948,0.02348,0.0015124,0.025925,0.049971,0.0010109,0.060783,0.0099557,0.0051604,0.046427,0.0057483,0.012034,2.1828e-005,0.065208,0.005545,0.063001,0.020976,0.019741,0.035193,0.029997,0.049387,0.035231,0.013436,6.1205e-007,0.12133,0.0015948,0.0017536,3.7424e-009,0.075724,0.012204,1.3651e-005,0.061466,1.749e-008
52.354,53.561,52.357,51.73,51.097,50.486,49.892,49.313,24.99,24.684,0.075686,0.89033,1.5471,1.8703,0.0064286,0.0076052,0.01379,0.013142,0.015658,0.017079,0.011866,0.012057,0.018877,0.028164,0.030193,1.1116e-007,0.05039,1.8186e-007,0.034781,0.0094256,0.010074,0.012547,0.0076311,0.015952,0.025092,0.0051225,1.6944e-009,0.032374,0.0017604,0.021131,0.0174,0.021262,0.011291,0.013607,0.011445,0.013381,0.0079597,0.0089065,0.0081305,0.011546,0.02572,0.034248,0.19189,3.9842,6.9222,8.5282,9.3238,9.8608,10.872,12.708,14.485,16.249,16.867,17.238,17.273,10.096,12.399,13.392,14.193,14.151,12.51,12.564,12.647,8.2737,10.224,10.94,13.193,13.552,14.03,11.594,11.637,12.11,12.419,13.179,13.795,15.018,15.876,16.321,16.592,16.6,10.163,13.29,13.713,13.895,9.1884,11.094,11.771,11.24,11.772,11.751
30.905,25.456,12.02,13.408,13.939,14.529,14.573,13.369,2.6711,1.8347,0.0074985,0.006521,0.035603,6.5685,11.568,15.752,20.573,24.278,25.866,25.779,25.652,25.71,25.868,26.02,26.173,25.883,26.498,16.631,19.407,21.334,23.013,24.819,25.727,26.872,26.969,26.928,26.235,26.763,25.599,28.001,28.11,28.342,28.426,28.528,28.551,28.46,29.45,29.329,29.969,21.438,24.722,28.624,34.875,50.575,61.611,67.618,70.152,72.129,76.746,86.124,95.738,108.96,123.26,131.59,133.96,100.27,125.28,127.35,128.05,127.65,114.75,125.74,126.58,53.582,81.921,85.225,98.292,101.13,105.06,104.53,79.252,97.292,98.98,102.95,106.3,113.34,118.65,127.85,133.42,134.51,83.34,116.93,116.78,116.44,67.774,93.983,96.038,82.929,99.853,84.535
97.829,84.771,83.601,82.454,81.327,80.265,79.202,78.167,0.0011823,0.35016,0.54305,0.95284,1.4369,3.0502,4.4348,6.0129,8.3464,10.582,12.891,14.911,16.342,17.784,20.169,24.022,28.147,27.936,31.001,31.096,31.848,25.614,30.422,34.39,37.068,40.404,45.296,48.192,44.642,48.21,27.801,39.676,48.754,59.073,66.469,72.574,76.666,80.104,81.155,87.605,91.537,93.975,101.95,110.94,124.94,23.704,40.999,43.587,43.678,44.445,46.011,50.609,55.29,57.945,62.428,64.196,59.227,58.581,59.034,58.656,58.258,57.64,57.229,57.261,50.027,52.159,52.524,52.085,57.07,40.053,50.835,38.48,47.057,28.239,28.534,16.09,17.402,19.102,20.316,22.301,23.384,23.39,12.236,16.319,17.105,17.553,13.382,15.596,16.312,14.271,15.159,15.2
50.551,53.516,53.417,53.313,43.525,46.105,46.292,46.374,37.529,47.017,48.247,59.837,67.003,27.802,37.391,41.02,46.799,51.499,56.478,59.332,60.603,61.879,65.273,70.56,75.676,55.244,68.086,12.207,15.841,19.054,21.379,23.683,24.821,26.971,30.084,30.579,15.369,18.385,19.302,23.677,26.469,29.186,29.974,31.028,31.712,32.701,36.26,36.438,35.501,41.197,41.261,42.046,44.404,40.327,52.75,7.6595,13.444,0.87041,2.6148,4.5767,6.2512,0.02142,1.0252,1.5453,1.8124,1.8876,2.0112,2.1336,2.2596,2.2505,2.0448,1.9166,1.9421,1.7157,1.8646,1.9081,2.2127,2.2406,2.3696,1.8538,1.9228,1.835,1.9335,2.1268,2.2306,2.4101,2.5436,2.7706,2.9003,2.9065,1.566,2.0143,2.1151,2.1773,1.6788,1.9366,2.008,1.7749,1.8372,1.8468
85.909,30.401,30.027,6.3785,8.211,9.6238,10.351,10.681,2.1431,3.127,3.306,3.8593,4.1977,4.6735,5.7077,6.6782,8.0357,9.1075,10.264,10.789,10.955,11.124,11.843,12.953,13.997,8.2693,9.2515,4.6369,0.015032,2.148,3.8365,5.3244,6.2703,7.4276,8.8089,9.3866,7.0364,7.7509,7.7927,9.1956,9.9907,10.791,10.947,11.223,11.391,11.659,9.227,0.001654,0.029106,0.0043886,0.0045913,0.0050422,0.0097561,0.0037548,0.01194,0.0083098,0.0055614,0.0094501,0.008995,0.018173,0.021001,0.026544,0.036707,0.053855,0.03609,0.01234,0.059693,0.030609,0.028385,0.011662,0.010125,0.0055921,0.037776,0.0027183,0.042796,0.011151,0.02119,0.0091046,0.012734,0.00086337,0.039294,0.021001,0.044817,0.020399,0.019699,0.070534,4.4798,8.8262,11.939,13.732,13.992,15.817,15.977,16.012,9.4549,11.593,12.402,12.352,12.553,12.703
80.865,59.643,66.252,66.87,67.062,67.357,67.44,67.499,67.63,7.9624,15.391,1.8041,3.3981,4.9747,6.1923,7.3066,8.8697,10.09,11.251,11.873,12.092,12.329,12.933,14.018,15.071,10.268,10.651,6.1072,0.028019,0.013865,0.0004739,0.02535,0.00053557,0.0023948,0.0088648,0.0009469,1.6944e-005,0.0025243,0.0020168,0.010358,0.013078,0.021434,0.01699,0.018728,0.017219,0.03545,0.013209,0.014278,0.05782,0.0087807,0.044316,0.044485,0.082081,0.037548,0.033776,0.0099987,0.014186,0.064752,0.020356,0.045469,0.089042,4.7663,9.2152,12.25,13.823,13.987,14.534,15.17,15.891,19.057,21.313,22.102,23.077,23.011,24.313,25.466,27.403,27.915,28.683,25.082,25.334,23.652,26.381,28.747,30.648,34.006,53.252,71.665,84.645,92.147,92.935,102.18,103.29,103.92,69.447,92.502,93.444,74.799,90.265,82.229
44.73,48.343,49.297,50.048,47.609,47.117,46.634,46.168,45.718,21.649,21.347,0.11468,1.0864,1.9991,2.7063,3.3399,4.1756,4.8309,5.445,5.7945,5.9381,6.0791,6.4028,6.9567,7.4918,5.1845,5.2848,3.6525,0.028272,0.0007156,0.0029546,0.027842,0.0027486,0.0056561,0.013405,0.0035316,0.00016944,0.025243,0.005043,0.016679,0.062509,5.3952,9.0135,12.102,14.549,16.684,12.006,12.194,13.119,9.2877,11.433,12.772,14.956,19.574,23.075,24.28,25.926,26.253,28.587,32.114,35.486,55.992,81.73,98.82,108.14,109.98,114.8,119.51,124.61,116.3,118.1,118.32,119.66,118.98,102.21,115.65,115.26,115.24,115.31,102.73,113.45,108.82,128.99,130.45,132.05,137.63,2.3944,23.96,25.706,26.092,16.082,20.564,21.275,21.598,14.732,17.679,18.6,17.499,18.097,18.06
